-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 10:22:35 PM     10/17/2025 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 1117
  Max.    Elevation: 4070
  Mean.   Elevation: 1688.44240796514
  Std.    Deviation: 551.400668896545

                    Elevation          % Area Below Elevation         % Area Watershed

                    2233                     65.71                     .03
                    2234                     65.75                     .04
                    2235                     65.79                     .04
                    2236                     65.84                     .04
                    2237                     65.89                     .05
                    2238                     65.94                     .05
                    2239                     65.98                     .04
                    2240                     66                        .02
                    2241                     66.03                     .03
                    2242                     66.06                     .03
                    2243                     66.1                      .04
                    2244                     66.15                     .05
                    2245                     66.22                     .07
                    2246                     66.27                     .04
                    2247                     66.3                      .03
                    2248                     66.33                     .03
                    2249                     66.36                     .03
                    2250                     66.39                     .04
                    2251                     66.43                     .04
                    2252                     66.47                     .04
                    2253                     66.51                     .04
                    2254                     66.55                     .04
                    2255                     66.58                     .03
                    2256                     66.61                     .04
                    2257                     66.65                     .04
                    2258                     66.7                      .05
                    2259                     66.73                     .03
                    2260                     66.76                     .03
                    2261                     66.8                      .04
                    2262                     66.83                     .03
                    2263                     66.89                     .06
                    2264                     66.94                     .04
                    2265                     66.98                     .05
                    2266                     67.02                     .04
                    2267                     67.05                     .02
                    2268                     67.09                     .05
                    2269                     67.13                     .03
                    2270                     67.18                     .05
                    2271                     67.22                     .04
                    2272                     67.24                     .02
                    2273                     67.28                     .04
                    2274                     67.34                     .06
                    2275                     67.37                     .04
                    2276                     67.41                     .04
                    2277                     67.44                     .03
                    2278                     67.48                     .04
                    2279                     67.5                      .02
                    2280                     67.52                     .02
                    2281                     67.56                     .04
                    2282                     67.6                      .04
                    2283                     67.64                     .04
                    2284                     67.67                     .03
                    2285                     67.69                     .02
                    2286                     67.72                     .03
                    2287                     67.77                     .05
                    2288                     67.79                     .03
                    2289                     67.81                     .02
                    2290                     67.85                     .04
                    2291                     67.89                     .04
                    2292                     67.93                     .04
                    2293                     67.97                     .04
                    2294                     68.01                     .04
                    2295                     68.05                     .04
                    2296                     68.1                      .04
                    2297                     68.14                     .04
                    2298                     68.19                     .05
                    2299                     68.25                     .06
                    2300                     68.3                      .05
                    2301                     68.35                     .04
                    2302                     68.39                     .04
                    2303                     68.43                     .05
                    2304                     68.47                     .03
                    2305                     68.5                      .04
                    2306                     68.56                     .06
                    2307                     68.59                     .03
                    2308                     68.65                     .06
                    2309                     68.7                      .05
                    2310                     68.72                     .01
                    2311                     68.74                     .03
                    2312                     68.78                     .04
                    2313                     68.81                     .03
                    2314                     68.85                     .04
                    2315                     68.89                     .04
                    2316                     68.93                     .04
                    2317                     68.96                     .03
                    2318                     68.99                     .03
                    2319                     69.03                     .04
                    2320                     69.09                     .05
                    2321                     69.14                     .05
                    2322                     69.17                     .04
                    2323                     69.21                     .03
                    2324                     69.25                     .04
                    2325                     69.29                     .04
                    2326                     69.34                     .05
                    2327                     69.39                     .04
                    2328                     69.44                     .06
                    2329                     69.48                     .04
                    2330                     69.5                      .02
                    2331                     69.55                     .05
                    2332                     69.58                     .03
                    2333                     69.64                     .05
                    2334                     69.68                     .04
                    2335                     69.73                     .05
                    2336                     69.76                     .03
                    2337                     69.82                     .06
                    2338                     69.88                     .06
                    2339                     69.92                     .04
                    2340                     69.94                     .03
                    2341                     69.99                     .04
                    2342                     70.05                     .06
                    2343                     70.08                     .04
                    2344                     70.14                     .05
                    2345                     70.16                     .03
                    2346                     70.23                     .06
                    2347                     70.29                     .06
                    2348                     70.35                     .06
                    2349                     70.39                     .04
                    2350                     70.45                     .05
                    2351                     70.51                     .06
                    2352                     70.57                     .06
                    2353                     70.62                     .05
                    2354                     70.67                     .05
                    2355                     70.71                     .04
                    2356                     70.74                     .04
                    2357                     70.78                     .04
                    2358                     70.83                     .05
                    2359                     70.86                     .03
                    2360                     70.89                     .03
                    2361                     70.94                     .06
                    2362                     70.99                     .05
                    2363                     71.05                     .06
                    2364                     71.1                      .05
                    2365                     71.17                     .07
                    2366                     71.21                     .04
                    2367                     71.26                     .05
                    2368                     71.31                     .05
                    2369                     71.36                     .04
                    2370                     71.4                      .04
                    2371                     71.45                     .05
                    2372                     71.5                      .05
                    2373                     71.54                     .04
                    2374                     71.58                     .04
                    2375                     71.64                     .07
                    2376                     71.68                     .04
                    2377                     71.73                     .04
                    2378                     71.77                     .04
                    2379                     71.82                     .05
                    2380                     71.88                     .06
                    2381                     71.92                     .05
                    2382                     71.96                     .04
                    2383                     72.01                     .05
                    2384                     72.06                     .05
                    2385                     72.09                     .03
                    2386                     72.14                     .05
                    2387                     72.19                     .05
                    2388                     72.24                     .04
                    2389                     72.26                     .03
                    2390                     72.33                     .07
                    2391                     72.37                     .04
                    2392                     72.41                     .04
                    2393                     72.46                     .06
                    2394                     72.5                      .04
                    2395                     72.55                     .04
                    2396                     72.58                     .04
                    2397                     72.64                     .06
                    2398                     72.68                     .04
                    2399                     72.74                     .06
                    2400                     72.8                      .06
                    2401                     72.85                     .05
                    2402                     72.88                     .04
                    2403                     72.9                      .02
                    2404                     72.95                     .06
                    2405                     73.03                     .08
                    2406                     73.08                     .04
                    2407                     73.11                     .04
                    2408                     73.17                     .05
                    2409                     73.2                      .04
                    2410                     73.25                     .04
                    2411                     73.28                     .04
                    2412                     73.34                     .05
                    2413                     73.38                     .04
                    2414                     73.41                     .04
                    2415                     73.44                     .03
                    2416                     73.52                     .08
                    2417                     73.55                     .04
                    2418                     73.6                      .04
                    2419                     73.67                     .07
                    2420                     73.7                      .04
                    2421                     73.73                     .03
                    2422                     73.78                     .05
                    2423                     73.85                     .07
                    2424                     73.9                      .04
                    2425                     73.93                     .03
                    2426                     73.96                     .04
                    2427                     74.03                     .07
                    2428                     74.09                     .06
                    2429                     74.13                     .04
                    2430                     74.18                     .04
                    2431                     74.2                      .02
                    2432                     74.26                     .06
                    2433                     74.3                      .04
                    2434                     74.34                     .04
                    2435                     74.41                     .07
                    2436                     74.45                     .05
                    2437                     74.51                     .05
                    2438                     74.58                     .07
                    2439                     74.6                      .03
                    2440                     74.64                     .04
                    2441                     74.69                     .05
                    2442                     74.75                     .06
                    2443                     74.79                     .04
                    2444                     74.82                     .03
                    2445                     74.88                     .06
                    2446                     74.92                     .05
                    2447                     74.96                     .04
                    2448                     75                        .04
                    2449                     75.06                     .06
                    2450                     75.1                      .04
                    2451                     75.13                     .03
                    2452                     75.2                      .07
                    2453                     75.25                     .05
                    2454                     75.3                      .05
                    2455                     75.36                     .06
                    2456                     75.44                     .08
                    2457                     75.5                      .06
                    2458                     75.54                     .04
                    2459                     75.58                     .04
                    2460                     75.62                     .04
                    2461                     75.66                     .04
                    2462                     75.7                      .04
                    2463                     75.75                     .05
                    2464                     75.79                     .04
                    2465                     75.85                     .06
                    2466                     75.91                     .06
                    2467                     75.95                     .04
                    2468                     76.01                     .05
                    2469                     76.04                     .03
                    2470                     76.1                      .06
                    2471                     76.16                     .06
                    2472                     76.2                      .04
                    2473                     76.27                     .07
                    2474                     76.33                     .05
                    2475                     76.38                     .05
                    2476                     76.44                     .06
                    2477                     76.5                      .06
                    2478                     76.57                     .06
                    2479                     76.62                     .06
                    2480                     76.66                     .04
                    2481                     76.71                     .05
                    2482                     76.74                     .03
                    2483                     76.78                     .04
                    2484                     76.83                     .05
                    2485                     76.9                      .07
                    2486                     76.94                     .04
                    2487                     77.01                     .07
                    2488                     77.07                     .06
                    2489                     77.1                      .04
                    2490                     77.18                     .07
                    2491                     77.22                     .04
                    2492                     77.28                     .06
                    2493                     77.32                     .04
                    2494                     77.37                     .05
                    2495                     77.42                     .06
                    2496                     77.47                     .05
                    2497                     77.52                     .05
                    2498                     77.58                     .06
                    2499                     77.63                     .05
                    2500                     77.65                     .03
                    2501                     77.71                     .05
                    2502                     77.76                     .05
                    2503                     77.82                     .06
                    2504                     77.88                     .06
                    2505                     77.94                     .06
                    2506                     77.98                     .04
                    2507                     78.06                     .08
                    2508                     78.11                     .05
                    2509                     78.16                     .06
                    2510                     78.23                     .06
                    2511                     78.3                      .07
                    2512                     78.35                     .05
                    2513                     78.41                     .05
                    2514                     78.47                     .06
                    2515                     78.51                     .04
                    2516                     78.56                     .05
                    2517                     78.6                      .04
                    2518                     78.65                     .06
                    2519                     78.7                      .05
                    2520                     78.75                     .05
                    2521                     78.8                      .05
                    2522                     78.86                     .05
                    2523                     78.92                     .06
                    2524                     78.97                     .05
                    2525                     79.02                     .05
                    2526                     79.06                     .05
                    2527                     79.12                     .06
                    2528                     79.17                     .05
                    2529                     79.23                     .06
                    2530                     79.28                     .06
                    2531                     79.35                     .06
                    2532                     79.39                     .04
                    2533                     79.45                     .05
                    2534                     79.5                      .05
                    2535                     79.55                     .05
                    2536                     79.6                      .05
                    2537                     79.65                     .05
                    2538                     79.72                     .07
                    2539                     79.75                     .03
                    2540                     79.79                     .04
                    2541                     79.85                     .06
                    2542                     79.9                      .05
                    2543                     79.94                     .04
                    2544                     80.01                     .07
                    2545                     80.04                     .03
                    2546                     80.12                     .08
                    2547                     80.2                      .08
                    2548                     80.26                     .06
                    2549                     80.32                     .06
                    2550                     80.35                     .03
                    2551                     80.4                      .05
                    2552                     80.44                     .04
                    2553                     80.53                     .09
                    2554                     80.57                     .04
                    2555                     80.64                     .07
                    2556                     80.67                     .04
                    2557                     80.72                     .04
                    2558                     80.77                     .06
                    2559                     80.82                     .05
                    2560                     80.88                     .06
                    2561                     80.93                     .05
                    2562                     80.97                     .05
                    2563                     81.02                     .04
                    2564                     81.08                     .06
                    2565                     81.16                     .08
                    2566                     81.2                      .04
                    2567                     81.26                     .06
                    2568                     81.32                     .06
                    2569                     81.4                      .07
                    2570                     81.43                     .04
                    2571                     81.48                     .05
                    2572                     81.57                     .08
                    2573                     81.61                     .04
                    2574                     81.67                     .06
                    2575                     81.72                     .05
                    2576                     81.8                      .08
                    2577                     81.87                     .07
                    2578                     81.93                     .06
                    2579                     81.99                     .06
                    2580                     82.04                     .05
                    2581                     82.1                      .06
                    2582                     82.15                     .05
                    2583                     82.2                      .05
                    2584                     82.26                     .06
                    2585                     82.31                     .05
                    2586                     82.37                     .05
                    2587                     82.43                     .06
                    2588                     82.5                      .07
                    2589                     82.54                     .05
                    2590                     82.62                     .08
                    2591                     82.67                     .04
                    2592                     82.73                     .07
                    2593                     82.78                     .04
                    2594                     82.85                     .07
                    2595                     82.9                      .05
                    2596                     82.95                     .05
                    2597                     82.99                     .04
                    2598                     83.05                     .06
                    2599                     83.11                     .06
                    2600                     83.16                     .05
                    2601                     83.19                     .03
                    2602                     83.25                     .05
                    2603                     83.3                      .05
                    2604                     83.36                     .06
                    2605                     83.42                     .06
                    2606                     83.48                     .06
                    2607                     83.56                     .09
                    2608                     83.61                     .05
                    2609                     83.65                     .04
                    2610                     83.72                     .07
                    2611                     83.77                     .05
                    2612                     83.81                     .04
                    2613                     83.86                     .05
                    2614                     83.92                     .06
                    2615                     83.98                     .06
                    2616                     84.06                     .08
                    2617                     84.11                     .05
                    2618                     84.17                     .05
                    2619                     84.21                     .05
                    2620                     84.26                     .05
                    2621                     84.31                     .04
                    2622                     84.36                     .05
                    2623                     84.43                     .07
                    2624                     84.48                     .04
                    2625                     84.51                     .04
                    2626                     84.56                     .04
                    2627                     84.63                     .07
                    2628                     84.69                     .06
                    2629                     84.76                     .07
                    2630                     84.8                      .04
                    2631                     84.87                     .08
                    2632                     84.93                     .06
                    2633                     84.98                     .04
                    2634                     85.03                     .06
                    2635                     85.06                     .03
                    2636                     85.13                     .07
                    2637                     85.17                     .04
                    2638                     85.23                     .05
                    2639                     85.33                     .1
                    2640                     85.38                     .05
                    2641                     85.42                     .04
                    2642                     85.47                     .04
                    2643                     85.54                     .07
                    2644                     85.6                      .07
                    2645                     85.67                     .07
                    2646                     85.72                     .05
                    2647                     85.78                     .06
                    2648                     85.84                     .06
                    2649                     85.89                     .05
                    2650                     85.93                     .04
                    2651                     85.99                     .06
                    2652                     86.03                     .04
                    2653                     86.08                     .05
                    2654                     86.15                     .06
                    2655                     86.2                      .05
                    2656                     86.23                     .03
                    2657                     86.3                      .07
                    2658                     86.37                     .07
                    2659                     86.44                     .07
                    2660                     86.48                     .04
                    2661                     86.53                     .05
                    2662                     86.56                     .03
                    2663                     86.62                     .06
                    2664                     86.68                     .06
                    2665                     86.74                     .06
                    2666                     86.8                      .06
                    2667                     86.89                     .09
                    2668                     86.96                     .08
                    2669                     87.01                     .05
                    2670                     87.05                     .04
                    2671                     87.11                     .05
                    2672                     87.13                     .03
                    2673                     87.19                     .05
                    2674                     87.24                     .05
                    2675                     87.3                      .06
                    2676                     87.35                     .05
                    2677                     87.42                     .07
                    2678                     87.47                     .04
                    2679                     87.53                     .06
                    2680                     87.58                     .05
                    2681                     87.63                     .05
                    2682                     87.66                     .03
                    2683                     87.71                     .05
                    2684                     87.76                     .05
                    2685                     87.8                      .04
                    2686                     87.86                     .06
                    2687                     87.92                     .06
                    2688                     88                        .08
                    2689                     88.04                     .04
                    2690                     88.1                      .06
                    2691                     88.14                     .04
                    2692                     88.21                     .07
                    2693                     88.26                     .05
                    2694                     88.31                     .05
                    2695                     88.37                     .06
                    2696                     88.42                     .05
                    2697                     88.46                     .04
                    2698                     88.5                      .05
                    2699                     88.57                     .07
                    2700                     88.62                     .05
                    2701                     88.72                     .1
                    2702                     88.76                     .04
                    2703                     88.82                     .07
                    2704                     88.9                      .08
                    2705                     88.97                     .07
                    2706                     89.05                     .08
                    2707                     89.09                     .04
                    2708                     89.15                     .05
                    2709                     89.27                     .12
                    2710                     89.34                     .07
                    2711                     89.43                     .09
                    2712                     89.5                      .07
                    2713                     89.58                     .08
                    2714                     89.64                     .07
                    2715                     89.72                     .08
                    2716                     89.8                      .08
                    2717                     89.89                     .09
                    2718                     89.98                     .09
                    2719                     90.08                     .1
                    2720                     90.17                     .1
                    2721                     90.26                     .09
                    2722                     90.36                     .1
                    2723                     90.43                     .08
                    2724                     90.52                     .08
                    2725                     90.61                     .1
                    2726                     90.68                     .06
                    2727                     90.77                     .1
                    2728                     90.88                     .11
                    2729                     90.99                     .12
                    2730                     91.1                      .11
                    2731                     91.19                     .09
                    2732                     91.27                     .08
                    2733                     91.35                     .07
                    2734                     91.45                     .11
                    2735                     91.54                     .09
                    2736                     91.69                     .16
                    2737                     91.83                     .13
                    2738                     91.91                     .09
                    2739                     92.02                     .1
                    2740                     92.1                      .08
                    2741                     92.21                     .11
                    2742                     92.28                     .08
                    2743                     92.36                     .07
                    2744                     92.44                     .08
                    2745                     92.52                     .08
                    2746                     92.59                     .07
                    2747                     92.65                     .06
                    2748                     92.72                     .07
                    2749                     92.8                      .08
                    2750                     92.88                     .08
                    2751                     92.93                     .04
                    2752                     92.99                     .06
                    2753                     93.06                     .07
                    2754                     93.11                     .05
                    2755                     93.16                     .05
                    2756                     93.23                     .06
                    2757                     93.27                     .05
                    2758                     93.34                     .07
                    2759                     93.41                     .07
                    2760                     93.46                     .05
                    2761                     93.52                     .06
                    2762                     93.56                     .04
                    2763                     93.61                     .04
                    2764                     93.68                     .07
                    2765                     93.73                     .05
                    2766                     93.78                     .05
                    2767                     93.82                     .04
                    2768                     93.89                     .07
                    2769                     93.93                     .04
                    2770                     94.01                     .07
                    2771                     94.08                     .07
                    2772                     94.13                     .05
                    2773                     94.19                     .06
                    2774                     94.27                     .08
                    2775                     94.31                     .04
                    2776                     94.37                     .05
                    2777                     94.41                     .05
                    2778                     94.47                     .06
                    2779                     94.55                     .08
                    2780                     94.59                     .04
                    2781                     94.64                     .05
                    2782                     94.69                     .05
                    2783                     94.74                     .04
                    2784                     94.79                     .05
                    2785                     94.85                     .06
                    2786                     94.89                     .04
                    2787                     94.93                     .04
                    2788                     95                        .07
                    2789                     95.04                     .04
                    2790                     95.07                     .03
                    2791                     95.11                     .04
                    2792                     95.15                     .04
                    2793                     95.18                     .03
                    2794                     95.22                     .04
                    2795                     95.27                     .05
                    2796                     95.32                     .05
                    2797                     95.36                     .04
                    2798                     95.43                     .07
                    2799                     95.47                     .04
                    2800                     95.52                     .05
                    2801                     95.54                     .02
                    2802                     95.58                     .04
                    2803                     95.62                     .04
                    2804                     95.69                     .07
                    2805                     95.74                     .05
                    2806                     95.77                     .03
                    2807                     95.81                     .04
                    2808                     95.87                     .05
                    2809                     95.89                     .03
                    2810                     95.94                     .04
                    2811                     95.99                     .05
                    2812                     96.04                     .05
                    2813                     96.08                     .04
                    2814                     96.13                     .04
                    2815                     96.15                     .03
                    2816                     96.2                      .05
                    2817                     96.23                     .02
                    2818                     96.27                     .05
                    2819                     96.3                      .03
                    2820                     96.34                     .03
                    2821                     96.38                     .04
                    2822                     96.43                     .05
                    2823                     96.47                     .04
                    2824                     96.52                     .04
                    2825                     96.55                     .03
